"[{'inputs': ['""cccbbbaa""'], 'output': '""cba""'}, {'inputs': ['""aaabbab""'], 'output': '""abab""'}]"	['[a1] -> [a1]', 'a1 -> a1', '[Char] -> [Char]', '(Ord a1) => [a1] -> [a1]', '(Eq a1) => [a1] -> [a1]', '(Ord a1) => a1 -> a1', '(Eq a1) => a1 -> a1', '[a1] -> [Char]', '(Ord a1) => [a1] -> [Char]', '(Eq a1) => [a1] -> [Char]']
[{'inputs': ['[0]'], 'output': '[]'}]	['[a1] -> [a1]', '(Eq a1) => [a1] -> [a1]', '(Num a1) => [a1] -> [a1]', '(Ord a1) => [a1] -> [a1]', '(Eq a1, Num a1) => [a1] -> [a1]', '(Num a1, Ord a1) => [a1] -> [a1]']
"[{'inputs': ['""aaabbab""'], 'output': '""abab""'}, {'inputs': ['[0]'], 'output': '[]'}]"	['[t0] -> [Char]', '[t0] -> [t0]', '[t0] -> t0', '(Eq t0) => [t0] -> [Char]', '(Eq t0) => [t0] -> [t0]', '(Eq t0) => [t0] -> t0', '(Ord t0) => [t0] -> [Char]', '(Ord t0) => [t0] -> [t0]', '(Ord t0) => [t0] -> t0']
[{'inputs': ['[]'], 'output': '[]'}, {'inputs': ['[0]'], 'output': '[0]'}, {'inputs': ['[1]'], 'output': '[1]'}]	['[a1] -> [a1]', '[Int] -> [Int]', '(Num a1) => [a1] -> [a1]', '(Ord a1) => [a1] -> [a1]', '(Eq a1) => [a1] -> [a1]', '[a1] -> [Int]', '(Num a1, Ord a1) => [a1] -> [a1]', '(Eq a1, Num a1) => [a1] -> [a1]', '(Num a1) => [a1] -> [Int]', '(Ord a1) => [a1] -> [Int]']
[{'inputs': ['[]'], 'output': '[]'}, {'inputs': ['[0]'], 'output': '[0]'}, {'inputs': ['[1]'], 'output': '[1]'}, {'inputs': ['[-1]'], 'output': '[-1]'}, {'inputs': ['[2]'], 'output': '[2]'}]	['[a1] -> [a1]', '[Int] -> [Int]', '(Num a1) => [a1] -> [a1]', '(Ord a1) => [a1] -> [a1]', '(Eq a1) => [a1] -> [a1]', '[a1] -> [Int]', '(Num a1, Ord a1) => [a1] -> [a1]', '(Eq a1, Num a1) => [a1] -> [a1]', '(Num a1) => [a1] -> [Int]', '(Ord a1) => [a1] -> [Int]']
[{'inputs': ['[(\\x -> x + 2), (\\x -> x * 2)]', '5'], 'output': '[7, 10]'}, {'inputs': ['[]', '0'], 'output': '[]'}]	['[a1 -> a1] -> a1 -> [a1]', '[Int -> Int] -> Int -> [Int]', '(Num a1) => [a1 -> a1] -> a1 -> [a1]', '(Ord a1) => [a1 -> a1] -> a1 -> [a1]', '(Eq a1) => [a1 -> a1] -> a1 -> [a1]', '[a1 -> a1] -> a2 -> [a2]', '[a1 -> a2] -> a1 -> [a1]', '[a1 -> a2] -> a1 -> [a2]', '[a1 -> a2] -> a2 -> [a2]', '[Int -> Int] -> a1 -> [a1]']
"[{'inputs': ['2', '""1""'], 'output': '""11""'}]"	['Int -> [a1] -> [a1]', 'Int -> a1 -> a1', 'Int -> [Char] -> [Char]', '(Eq a1) => a1 -> [b1] -> [b1]', '(Eq a1) => a1 -> b1 -> b1', '(Ord a1) => a1 -> [b1] -> [b1]', '(Ord a1) => a1 -> b1 -> b1', '(Ord a1) => Int -> [a1] -> [a1]', '(Eq a1) => Int -> [a1] -> [a1]', '(Ord a1) => Int -> a1 -> a1']
"[{'inputs': ['4', '""abc""'], 'output': '""abcabcabcabc""'}]"	['Int -> [a1] -> [a1]', 'Int -> a1 -> a1', 'Int -> [Char] -> [Char]', '(Eq a1) => a1 -> [b1] -> [b1]', '(Eq a1) => a1 -> b1 -> b1', '(Ord a1) => a1 -> [b1] -> [b1]', '(Ord a1) => a1 -> b1 -> b1', '(Ord a1) => Int -> [a1] -> [a1]', '(Eq a1) => Int -> [a1] -> [a1]', '(Ord a1) => Int -> a1 -> a1']
[{'inputs': ['[]'], 'output': '[]'}]	Cannot find type for your query
"[{'inputs': ['1', '""abc""'], 'output': '""abc""'}, {'inputs': ['4', '""A""'], 'output': '""""'}]"	['Int -> [a1] -> [a1]', 'Int -> a1 -> a1', 'Int -> [Char] -> [Char]', '(Eq a1) => a1 -> [b1] -> [b1]', '(Eq a1) => a1 -> b1 -> b1', '(Ord a1) => a1 -> [b1] -> [b1]', '(Ord a1) => a1 -> b1 -> b1', '(Ord a1) => Int -> [a1] -> [a1]', '(Eq a1) => Int -> [a1] -> [a1]', '(Ord a1) => Int -> a1 -> a1']
"[{'inputs': ['1', '""abc""'], 'output': '""abc""'}]"	['Int -> [a1] -> [a1]', 'Int -> a1 -> a1', 'Int -> [Char] -> [Char]', '(Eq a1) => a1 -> [b1] -> [b1]', '(Eq a1) => a1 -> b1 -> b1', '(Ord a1) => a1 -> [b1] -> [b1]', '(Ord a1) => a1 -> b1 -> b1', '(Ord a1) => Int -> [a1] -> [a1]', '(Eq a1) => Int -> [a1] -> [a1]', '(Ord a1) => Int -> a1 -> a1']
[{'inputs': ['1', '2', '3'], 'output': '5'}]	['a1 -> a1 -> a1 -> a1', 'Int -> Int -> Int -> Int', '(Num a1) => a1 -> a1 -> a1 -> a1', '(Ord a1) => a1 -> a1 -> a1 -> a1', '(Eq a1) => a1 -> a1 -> a1 -> a1', 'Int -> Int -> a1 -> a1', 'Int -> a1 -> a1 -> a1', '(Num a1, Ord a1) => a1 -> a1 -> a1 -> a1', '(Eq a1, Num a1) => a1 -> a1 -> a1 -> a1', '(Ord a2) => a1 -> a1 -> a2 -> a1']
"[{'inputs': ['\\x -> x * 2', '3', '1'], 'output': '8'}, {'inputs': ['\\x -> x ++ x', '3', '""f-""'], 'output': '""f-f-f-f-f-f-f-f-""'}]"	['(t0 -> t0) -> Int -> t0 -> t0', '(t0 -> t0) -> t0 -> t0 -> t0', '(Ord a1) => (t0 -> t0) -> a1 -> t0 -> t0', '(Eq a1) => (t0 -> t0) -> a1 -> t0 -> t0', '(Num a1, Ord a1) => (t0 -> t0) -> a1 -> t0 -> t0', '(Eq a1, Num a1) => (t0 -> t0) -> a1 -> t0 -> t0']
[{'inputs': ['2', '[1,2,3]'], 'output': '[1,2,3,1,2,3]'}]	['a1 -> [a1] -> [a1]', 'Int -> [Int] -> [Int]', '(Num a1) => a1 -> [a1] -> [a1]', '(Ord a1) => a1 -> [a1] -> [a1]', '(Eq a1) => a1 -> [a1] -> [a1]', 'a1 -> [a2] -> [a1]', 'Int -> [a1] -> [Int]', 'Int -> [a1] -> [a1]', 'a1 -> [Int] -> [a1]', '(Num a1, Ord a1) => a1 -> [a1] -> [a1]']
"[{'inputs': ['2', '“abc""'], 'output': '""abcabc""'}]"	"lexical error at character 'a'

"
"[{'inputs': [' (\\x -> x ++ x)', '3', '""f-""'], 'output': '""f-f-f-f-f-f-f-f-""'}]"	['([a1] -> [a1]) -> a1 -> [b1] -> [b1]', '([a1] -> [a1]) -> a1 -> b1 -> b1', '([a1] -> [a1]) -> Int -> [a1] -> [a1]', '([a1] -> [a1]) -> Int -> a1 -> a1', '([a1] -> [a1]) -> a1 -> [a1] -> [a1]', '([a1] -> [a1]) -> a1 -> a1 -> a1', '([a1] -> [a1]) -> a1 -> [Char] -> [Char]', '(Ord b1) => ([a1] -> [a1]) -> a1 -> [b1] -> [b1]', '(Eq b1) => ([a1] -> [a1]) -> a1 -> [b1] -> [b1]', '(Ord b1) => ([a1] -> [a1]) -> a1 -> b1 -> b1']
[{'inputs': ['0', '[Nothing, Just 3]'], 'output': '3'}]	['a1 -> [Maybe a1] -> a1', 'Int -> [Maybe Int] -> Int', '(Num a1) => a1 -> [Maybe a1] -> a1', '(Ord a1) => a1 -> [Maybe a1] -> a1', '(Eq a1) => a1 -> [Maybe a1] -> a1', 'a1 -> [Maybe a2] -> a1', 'Int -> [Maybe a1] -> Int', 'Int -> [Maybe a1] -> a1', 'a1 -> [Maybe Int] -> a1', '(Num a1, Ord a1) => a1 -> [Maybe a1] -> a1']
[{'inputs': ['0', '[Nothing, Just 3]'], 'output': '3'}, {'inputs': ['0', '[Nothing]'], 'output': '0'}]	['a1 -> [Maybe a1] -> a1', 'Int -> [Maybe Int] -> Int', '(Num a1) => a1 -> [Maybe a1] -> a1', '(Ord a1) => a1 -> [Maybe a1] -> a1', '(Eq a1) => a1 -> [Maybe a1] -> a1', 'a1 -> [Maybe a2] -> a1', 'Int -> [Maybe a1] -> Int', 'Int -> [Maybe a1] -> a1', 'a1 -> [Maybe Int] -> a1', '(Num a1, Ord a1) => a1 -> [Maybe a1] -> a1']
[{'inputs': ['0', '[Just 1, Just 2]'], 'output': '1'}, {'inputs': ['0', '[Nothing, Just 3]'], 'output': '3'}, {'inputs': ['0', '[Nothing]'], 'output': '0'}]	['a1 -> [Maybe a1] -> a1', 'Int -> [Maybe Int] -> Int', '(Num a1) => a1 -> [Maybe a1] -> a1', '(Ord a1) => a1 -> [Maybe a1] -> a1', '(Eq a1) => a1 -> [Maybe a1] -> a1', 'a1 -> [Maybe a2] -> a1', 'Int -> [Maybe a1] -> Int', 'Int -> [Maybe a1] -> a1', 'a1 -> [Maybe Int] -> a1', '(Num a1, Ord a1) => a1 -> [Maybe a1] -> a1']
[{'inputs': ['bottom', '[]'], 'output': 'bottom'}, {'inputs': ['0', '[Just 1, Just 2]'], 'output': '1'}, {'inputs': ['0', '[Nothing, Just 3]'], 'output': '3'}, {'inputs': ['0', '[Nothing]'], 'output': '0'}]	['a1 -> [Maybe a1] -> a1', 'Int -> [Maybe Int] -> Int', '(Num a1) => a1 -> [Maybe a1] -> a1', '(Ord a1) => a1 -> [Maybe a1] -> a1', '(Eq a1) => a1 -> [Maybe a1] -> a1', 'a1 -> [Maybe a2] -> a1', 'Int -> [Maybe a1] -> Int', 'Int -> [Maybe a1] -> a1', 'a1 -> [Maybe Int] -> a1', '(Num a1, Ord a1) => a1 -> [Maybe a1] -> a1']
[{'inputs': ['[Just 3, Nothing, Just 4]', '5'], 'output': '3'}, {'inputs': ['[Nothing, Nothing]', '2'], 'output': '2'}, {'inputs': ['[Nothing, Just 2, Just 3]', '4'], 'output': '2'}]	['[Maybe a1] -> a1 -> a1', '[Maybe Int] -> Int -> Int', '(Num a1) => [Maybe a1] -> a1 -> a1', '(Ord a1) => [Maybe a1] -> a1 -> a1', '(Eq a1) => [Maybe a1] -> a1 -> a1', '[Maybe a1] -> a2 -> a2', '[Maybe Int] -> a1 -> a1', '[Maybe a1] -> Int -> Int', '[Maybe a1] -> Int -> a1', '(Num a1, Ord a1) => [Maybe a1] -> a1 -> a1']
[{'inputs': ['[]', '3'], 'output': '3'}, {'inputs': ['[Just 3, Nothing, Just 4]', '5'], 'output': '3'}, {'inputs': ['[Nothing, Nothing]', '2'], 'output': '2'}, {'inputs': ['[Nothing, Just 2, Just 3]', '4'], 'output': '2'}]	['[Maybe a1] -> a1 -> a1', '[Maybe Int] -> Int -> Int', '(Num a1) => [Maybe a1] -> a1 -> a1', '(Ord a1) => [Maybe a1] -> a1 -> a1', '(Eq a1) => [Maybe a1] -> a1 -> a1', '[Maybe a1] -> a2 -> a2', '[Maybe Int] -> a1 -> a1', '[Maybe a1] -> Int -> Int', '[Maybe a1] -> Int -> a1', '(Num a1, Ord a1) => [Maybe a1] -> a1 -> a1']
[{'inputs': ['[Nothing, Nothing]', '2'], 'output': '2'}, {'inputs': ['[Nothing, Just 2, Just 3]', '4'], 'output': '2'}]	['[Maybe a1] -> a1 -> a1', '[Maybe Int] -> Int -> Int', '(Num a1) => [Maybe a1] -> a1 -> a1', '(Ord a1) => [Maybe a1] -> a1 -> a1', '(Eq a1) => [Maybe a1] -> a1 -> a1', '[Maybe a1] -> a2 -> a2', '[Maybe Int] -> a1 -> a1', '[Maybe a1] -> Int -> Int', '[Maybe a1] -> Int -> a1', '(Num a1, Ord a1) => [Maybe a1] -> a1 -> a1']
"[{'inputs': ['(\\x -> x ++ x)', '3'], 'output': '""f-""'}]"	['([a1] -> [a1]) -> a1 -> [a1]', '([a1] -> [a1]) -> a1 -> a1', '([a1] -> [a1]) -> a1 -> [Char]', '(Eq a1) => ([a1] -> [a1]) -> Int -> [a1]', '(Ord a1) => ([a1] -> [a1]) -> Int -> [a1]', '(Eq a1) => ([a1] -> [a1]) -> Int -> a1', '(Ord a1) => ([a1] -> [a1]) -> Int -> a1', '(Ord a1) => ([a1] -> [a1]) -> a1 -> [a1]', '(Eq a1) => ([a1] -> [a1]) -> a1 -> [a1]', '(Ord a1) => ([a1] -> [a1]) -> a1 -> a1']
[{'inputs': ['2', '[1,2,3]'], 'output': '[1,2,3,1,2,3]'}, {'inputs': ['0', '[]'], 'output': '[]'}]	['a1 -> [a1] -> [a1]', 'Int -> [Int] -> [Int]', '(Num a1) => a1 -> [a1] -> [a1]', '(Ord a1) => a1 -> [a1] -> [a1]', '(Eq a1) => a1 -> [a1] -> [a1]', 'a1 -> [a2] -> [a1]', 'Int -> [a1] -> [Int]', 'Int -> [a1] -> [a1]', 'a1 -> [Int] -> [a1]', '(Num a1, Ord a1) => a1 -> [a1] -> [a1]']
[{'inputs': ['[Nothing, Nothing, Just 7, Nothing]', '5'], 'output': '7'}]	['[Maybe a1] -> a1 -> a1', '[Maybe Int] -> Int -> Int', '(Num a1) => [Maybe a1] -> a1 -> a1', '(Ord a1) => [Maybe a1] -> a1 -> a1', '(Eq a1) => [Maybe a1] -> a1 -> a1', '[Maybe a1] -> a2 -> a2', '[Maybe Int] -> a1 -> a1', '[Maybe a1] -> Int -> Int', '[Maybe a1] -> Int -> a1', '(Num a1, Ord a1) => [Maybe a1] -> a1 -> a1']
[{'inputs': ['[]', '3'], 'output': '3'}, {'inputs': ['[Nothing]', '5'], 'output': '5'}, {'inputs': ['[Nothing, Nothing, Just 7, Nothing]', '5'], 'output': '7'}]	['[Maybe a1] -> a1 -> a1', '[Maybe Int] -> Int -> Int', '(Num a1) => [Maybe a1] -> a1 -> a1', '(Ord a1) => [Maybe a1] -> a1 -> a1', '(Eq a1) => [Maybe a1] -> a1 -> a1', '[Maybe a1] -> a2 -> a2', '[Maybe Int] -> a1 -> a1', '[Maybe a1] -> Int -> Int', '[Maybe a1] -> Int -> a1', '(Num a1, Ord a1) => [Maybe a1] -> a1 -> a1']
[{'inputs': ['(7:)', '3', '[]'], 'output': '[7,7,7]'}]	['([a1] -> [a1]) -> a1 -> [a1] -> [a1]', '(Num a1) => ([a1] -> [a1]) -> a1 -> [a1] -> [a1]', '(Ord a1) => ([a1] -> [a1]) -> a1 -> [a1] -> [a1]', '(Eq a1) => ([a1] -> [a1]) -> a1 -> [a1] -> [a1]', '([a1] -> [a1]) -> a1 -> [a2] -> [a2]', '([a1] -> [a1]) -> a2 -> [a1] -> [a2]', '([a1] -> [a2]) -> a1 -> [a1] -> [a1]', '([a1] -> [a2]) -> a1 -> [a2] -> [a2]', '([a1] -> [a2]) -> a1 -> [a2] -> [a1]', '([a1] -> [a2]) -> a1 -> [a1] -> [a2]']
[{'inputs': ['10', '[Nothing]'], 'output': '10'}, {'inputs': ['0', '[Nothing, Just 1]'], 'output': '1'}]	['a1 -> [Maybe a1] -> a1', 'Int -> [Maybe Int] -> Int', '(Num a1) => a1 -> [Maybe a1] -> a1', '(Ord a1) => a1 -> [Maybe a1] -> a1', '(Eq a1) => a1 -> [Maybe a1] -> a1', 'a1 -> [Maybe a2] -> a1', 'Int -> [Maybe a1] -> Int', 'Int -> [Maybe a1] -> a1', 'a1 -> [Maybe Int] -> a1', '(Num a1, Ord a1) => a1 -> [Maybe a1] -> a1']
[{'inputs': ['5', 'Nothing, Just 1, Nothing]'], 'output': '1'}, {'inputs': ['10', '[Nothing]'], 'output': '10'}, {'inputs': ['0', '[Nothing, Just 1]'], 'output': '1'}]	"parse error on input â]â

"
[{'inputs': ['5', '[Nothing, Just 1, Nothing]'], 'output': '1'}, {'inputs': ['10', '[Nothing]'], 'output': '10'}, {'inputs': ['0', '[Nothing, Just 1]'], 'output': '1'}]	['a1 -> [Maybe a1] -> a1', 'Int -> [Maybe Int] -> Int', '(Num a1) => a1 -> [Maybe a1] -> a1', '(Ord a1) => a1 -> [Maybe a1] -> a1', '(Eq a1) => a1 -> [Maybe a1] -> a1', 'a1 -> [Maybe a2] -> a1', 'Int -> [Maybe a1] -> Int', 'Int -> [Maybe a1] -> a1', 'a1 -> [Maybe Int] -> a1', '(Num a1, Ord a1) => a1 -> [Maybe a1] -> a1']
[{'inputs': ['4', '[Nothing, Just1, Just2]'], 'output': '1'}, {'inputs': ['5', '[Nothing, Just 1, Nothing]'], 'output': '1'}, {'inputs': ['10', '[Nothing]'], 'output': '10'}, {'inputs': ['0', '[Nothing, Just 1]'], 'output': '1'}]	"Data constructor not in scope: Just1 :: Maybe a1
Data constructor not in scope: Just2 :: Maybe a1

"
[{'inputs': ['4', '[Nothing, Just 1, Just 2]'], 'output': '1'}, {'inputs': ['5', '[Nothing, Just 1, Nothing]'], 'output': '1'}, {'inputs': ['10', '[Nothing]'], 'output': '10'}, {'inputs': ['0', '[Nothing, Just 1]'], 'output': '1'}]	['a1 -> [Maybe a1] -> a1', 'Int -> [Maybe Int] -> Int', '(Num a1) => a1 -> [Maybe a1] -> a1', '(Ord a1) => a1 -> [Maybe a1] -> a1', '(Eq a1) => a1 -> [Maybe a1] -> a1', 'a1 -> [Maybe a2] -> a1', 'Int -> [Maybe a1] -> Int', 'Int -> [Maybe a1] -> a1', 'a1 -> [Maybe Int] -> a1', '(Num a1, Ord a1) => a1 -> [Maybe a1] -> a1']
[{'inputs': ['[Nothing, Just 11]', '10'], 'output': '11'}, {'inputs': ['[Nothing]', '10'], 'output': '10'}]	['[Maybe a1] -> a1 -> a1', '[Maybe Int] -> Int -> Int', '(Num a1) => [Maybe a1] -> a1 -> a1', '(Ord a1) => [Maybe a1] -> a1 -> a1', '(Eq a1) => [Maybe a1] -> a1 -> a1', '[Maybe a1] -> a2 -> a2', '[Maybe Int] -> a1 -> a1', '[Maybe a1] -> Int -> Int', '[Maybe a1] -> Int -> a1', '(Num a1, Ord a1) => [Maybe a1] -> a1 -> a1']
[{'inputs': ['[Nothing, Just 11, Nothing]', '10'], 'output': '11'}, {'inputs': ['[Nothing, Just 11]', '10'], 'output': '11'}, {'inputs': ['[Nothing]', '10'], 'output': '10'}]	['[Maybe a1] -> a1 -> a1', '[Maybe Int] -> Int -> Int', '(Num a1) => [Maybe a1] -> a1 -> a1', '(Ord a1) => [Maybe a1] -> a1 -> a1', '(Eq a1) => [Maybe a1] -> a1 -> a1', '[Maybe a1] -> a2 -> a2', '[Maybe Int] -> a1 -> a1', '[Maybe a1] -> Int -> Int', '[Maybe a1] -> Int -> a1', '(Num a1, Ord a1) => [Maybe a1] -> a1 -> a1']
"[{'inputs': ['0', '[0]', '1'], 'output': '[]'}, {'inputs': ['2', '[0,0]', ""'a'""], 'output': '[0,0,0,0]'}]"	['(Eq t0) => a1 -> [a1] -> t0 -> [a1]', '(Ord t0) => a1 -> [a1] -> t0 -> [a1]', '(Eq t0) => Int -> [Int] -> t0 -> [Int]', '(Ord t0) => Int -> [Int] -> t0 -> [Int]', '(Num a1, Eq t0) => a1 -> [a1] -> t0 -> [a1]', '(Num a1, Ord t0) => a1 -> [a1] -> t0 -> [a1]', '(Ord a1, Eq t0) => a1 -> [a1] -> t0 -> [a1]', '(Ord a1, Ord t0) => a1 -> [a1] -> t0 -> [a1]', '(Eq a1, Eq t0) => a1 -> [a1] -> t0 -> [a1]', '(Eq a1, Ord t0) => a1 -> [a1] -> t0 -> [a1]']
[{'inputs': ['0', '[0]'], 'output': '[]'}, {'inputs': ['2', '[0,0]'], 'output': '[0,0,0,0]'}]	['a1 -> [a1] -> [a1]', 'Int -> [Int] -> [Int]', '(Num a1) => a1 -> [a1] -> [a1]', '(Ord a1) => a1 -> [a1] -> [a1]', '(Eq a1) => a1 -> [a1] -> [a1]', 'a1 -> [a2] -> [a1]', 'Int -> [a1] -> [Int]', 'Int -> [a1] -> [a1]', 'a1 -> [Int] -> [a1]', '(Num a1, Ord a1) => a1 -> [a1] -> [a1]']
"[{'inputs': ['0', '[0]'], 'output': '[]'}, {'inputs': ['2', ""'a'""], 'output': '[0,0,0,0]'}]"	['(Eq t0) => a1 -> t0 -> [a1]', '(Ord t0) => a1 -> t0 -> [a1]', '(Eq t0) => Int -> t0 -> [Int]', '(Ord t0) => Int -> t0 -> [Int]', '(Num a1, Eq t0) => a1 -> t0 -> [a1]', '(Num a1, Ord t0) => a1 -> t0 -> [a1]', '(Ord a1, Eq t0) => a1 -> t0 -> [a1]', '(Ord a1, Ord t0) => a1 -> t0 -> [a1]', '(Eq a1, Eq t0) => a1 -> t0 -> [a1]', '(Eq a1, Ord t0) => a1 -> t0 -> [a1]']
[{'inputs': ['6', '[1,2,3,4]'], 'output': '[]'}]	['a1 -> [a1] -> [a1]', '(Num a1) => a1 -> [a1] -> [a1]', '(Ord a1) => a1 -> [a1] -> [a1]', '(Eq a1) => a1 -> [a1] -> [a1]', 'a1 -> [a2] -> [a1]', 'Int -> [a1] -> [a1]', 'a1 -> [Int] -> [a1]', '(Num a1, Ord a1) => a1 -> [a1] -> [a1]', '(Eq a1, Num a1) => a1 -> [a1] -> [a1]', '(Num a2) => a1 -> [a2] -> [a1]']
"[{'inputs': ['""ccccccc""'], 'output': '""c""'}, {'inputs': ['""ababaab""'], 'output': '""abab""'}, {'inputs': ['""aabbab""'], 'output': '""abab""'}]"	['[a1] -> [a1]', 'a1 -> a1', '[Char] -> [Char]', '(Ord a1) => [a1] -> [a1]', '(Eq a1) => [a1] -> [a1]', '(Ord a1) => a1 -> a1', '(Eq a1) => a1 -> a1', '[a1] -> [Char]', '(Ord a1) => [a1] -> [Char]', '(Eq a1) => [a1] -> [Char]']
[{'inputs': ['[(\\x -> x+2), (\\x->x*2)]', '5'], 'output': '[7,10]'}, {'inputs': ['[]', '0'], 'output': '[]'}, {'inputs': ['[\\x -> x + 1]', '1'], 'output': '[2]'}, {'inputs': ['[\\x -> x + 1,\\x -> x + 1]', '2'], 'output': '[3, 3]'}, {'inputs': ['[\\x -> x * x]', '-2'], 'output': '[4]'}, {'inputs': ['[\\x -> x + 1,\\x -> x + 1,\\x -> x + 1]', '3'], 'output': '[4, 4, 4]'}]	['[a1 -> a1] -> a1 -> [a1]', '[Int -> Int] -> Int -> [Int]', '(Num a1) => [a1 -> a1] -> a1 -> [a1]', '(Ord a1) => [a1 -> a1] -> a1 -> [a1]', '(Eq a1) => [a1 -> a1] -> a1 -> [a1]', '[a1 -> a1] -> a2 -> [a2]', '[a1 -> a2] -> a1 -> [a1]', '[a1 -> a2] -> a1 -> [a2]', '[a1 -> a2] -> a2 -> [a2]', '[Int -> Int] -> a1 -> [a1]']
[{'inputs': ['0', '[Nothing, Just 1]'], 'output': '1'}, {'inputs': ['0', '[Nothing]'], 'output': '0'}]	['a1 -> [Maybe a1] -> a1', 'Int -> [Maybe Int] -> Int', '(Num a1) => a1 -> [Maybe a1] -> a1', '(Ord a1) => a1 -> [Maybe a1] -> a1', '(Eq a1) => a1 -> [Maybe a1] -> a1', 'a1 -> [Maybe a2] -> a1', 'Int -> [Maybe a1] -> Int', 'Int -> [Maybe a1] -> a1', 'a1 -> [Maybe Int] -> a1', '(Num a1, Ord a1) => a1 -> [Maybe a1] -> a1']
[{'inputs': ['0', '[]'], 'output': '0'}, {'inputs': ['0', '[Nothing, Just 1]'], 'output': '1'}, {'inputs': ['0', '[Nothing]'], 'output': '0'}]	['a1 -> [Maybe a1] -> a1', 'Int -> [Maybe Int] -> Int', '(Num a1) => a1 -> [Maybe a1] -> a1', '(Ord a1) => a1 -> [Maybe a1] -> a1', '(Eq a1) => a1 -> [Maybe a1] -> a1', 'a1 -> [Maybe a2] -> a1', 'Int -> [Maybe a1] -> Int', 'Int -> [Maybe a1] -> a1', 'a1 -> [Maybe Int] -> a1', '(Num a1, Ord a1) => a1 -> [Maybe a1] -> a1']
"[{'inputs': ['2', '""abc""'], 'output': '""c""'}]"	['Int -> [a1] -> [a1]', 'Int -> a1 -> a1', 'Int -> [Char] -> [Char]', '(Eq a1) => a1 -> [b1] -> [b1]', '(Eq a1) => a1 -> b1 -> b1', '(Ord a1) => a1 -> [b1] -> [b1]', '(Ord a1) => a1 -> b1 -> b1', '(Ord a1) => Int -> [a1] -> [a1]', '(Eq a1) => Int -> [a1] -> [a1]', '(Ord a1) => Int -> a1 -> a1']
"[{'inputs': ['""xs""', '""ys""'], 'output': '""xyss""'}]"	['[a1] -> [a1] -> [a1]', 'a1 -> a1 -> a1', '[Char] -> [Char] -> [Char]', '(Ord a1) => [a1] -> [a1] -> [a1]', '(Eq a1) => [a1] -> [a1] -> [a1]', '(Ord a1) => a1 -> a1 -> a1', '(Eq a1) => a1 -> a1 -> a1', '[a1] -> [a2] -> [a1]', '[a1] -> [a2] -> [a2]', '[a1] -> b1 -> b1']
"[{'inputs': ['3', '""x""'], 'output': '""x""'}]"	['Int -> [a1] -> [a1]', 'Int -> a1 -> a1', 'Int -> [Char] -> [Char]', '(Eq a1) => a1 -> [b1] -> [b1]', '(Eq a1) => a1 -> b1 -> b1', '(Ord a1) => a1 -> [b1] -> [b1]', '(Ord a1) => a1 -> b1 -> b1', '(Ord a1) => Int -> [a1] -> [a1]', '(Eq a1) => Int -> [a1] -> [a1]', '(Ord a1) => Int -> a1 -> a1']
